text,label,symptoms,lebel_text
"Multiple system atrophy (MSA) affects many parts of your body. Symptoms usually start in adulthood, usually in the 50s or 60s. There are two types of MSA: parkinsonian and cerebellar. The type depends on the symptoms you have when you're diagnosed. MSA Parkinsonian type This is the most common type of MSA. The signs and symptoms are similar to those of Parkinson's disease, such as: MSA  Stiff muscles Difficulty bending your arms and legs Slow movement (bradykinesia) Tremors can occur at rest or when moving your arms or legs Soft voice Problems with posture and balance  Cerebellar type The main signs and symptoms are problems with muscle coordination (ataxia), but others may include:  Impaired movement and coordination, such as unsteady gait and loss of balance Slurred, slow or low-volume speech (dysarthria) Visual disturbances, such as blurred or double vision and difficulty focusing your eyes Difficulty swallowing (dysphagia) or chewing Changes in speech, such as slurred speech   General signs and symptoms In addition, the primary sign of multiple system atrophy is autonomic failure, which may cause problems with body functions you can't control. This may include: Postural (orthostatic) hypotension Postural hypotension is a form of low blood pressure that makes you feel dizzy or lightheaded, or even faint, when you stand up from sitting or lying down. Not everyone with MSA has postural hypotension. MSA You can also develop dangerously high blood pressure levels while lying down (supine hypertension). Urinary and bowel dysfunction  Constipation Loss of bladder or bowel control (incontinence)  Changes in sweat production  Producing less sweat Heat intolerance due to reduced sweating Impaired body temperature control, often causing cold hands or feet  Sleep disorders  Agitated sleep due to ""acting out"" dreams Abnormal breathing at night or a harsh breathing sound (stridor)  Sexual dysfunction  Inability to achieve or maintain an erection (impotence) Loss of libido  Cardiovascular problems  Color changes in hands and feet caused by pooling of blood  Psychiatric problems  Difficulty controlling emotions, such as laughing or crying inappropriately ",654.0,"['multiple system atrophy (msa) affects parts body', ' symptoms start adulthood', ' 50s 60s', ' types msa: parkinsonian cerebellar', "" type depends symptoms you're diagnosed"", ' msa parkinsonian type common type msa', "" signs symptoms similar parkinson's disease"", ' as: msa  stiff muscles difficulty bending arms legs slow movement (bradykinesia) tremors can occur rest moving arms legs soft voice problems posture balance  cerebellar type signs symptoms problems muscle coordination (ataxia)', ' may include:  impaired movement coordination', ' unsteady gait loss balance slurred', ' slow low-volume speech (dysarthria) visual disturbances', ' blurred double vision difficulty focusing eyes difficulty swallowing (dysphagia) chewing changes speech', ' slurred speech   general signs symptoms addition', ' primary sign multiple system atrophy autonomic failure', "" may cause problems body functions can't control"", ' may include: postural (orthostatic) hypotension postural hypotension form low blood pressure makes feel dizzy lightheaded', ' faint', ' stand sitting lying down', ' msa postural hypotension', ' msa can develop dangerously high blood pressure levels lying down (supine hypertension)', ' urinary bowel dysfunction  constipation loss bladder bowel control (incontinence)  changes sweat production  producing sweat heat intolerance due reduced sweating impaired body temperature control', ' causing cold hands feet  sleep disorders  agitated sleep due ""acting out"" dreams abnormal breathing night harsh breathing sound (stridor)  sexual dysfunction  inability achieve maintain erection (impotence) loss libido  cardiovascular problems  color changes hands feet caused pooling blood  psychiatric problems  difficulty controlling emotions', ' laughing crying inappropriately ']",['multiple system atrophy']
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",0.0,"['vomiting', 'headache', 'nausea', 'spinning movements', 'loss of balance', 'unsteadiness']",['(vertigo) paroymsal  positional vertigo']
"A popliteal artery aneurysm may not cause any noticeable symptoms. The first symptom may be pain the lower leg that occurs with walking (claudication). Other signs and symptoms of a popliteal artery aneurysm include:   Knee pain Lower leg pain Swelling behind the knee Pulsing sensation behind the knee  Causes An aneurysm is a ballooning in a weak spot in an artery wall. Many different things can cause the popliteal artery wall to become weak, including:  Clogged arteries (atherosclerosis) High blood pressure Wear and tear of the popliteal artery due to repetitive use of the knee joint Weakening of the artery wall  Risk factors Popliteal artery aneurysms are rare. They are more common in men than in women. Popiteal artery aneurysms often occur in men with abdominal aortic aneurysm (AAA), a swelling of the wall of the body's main artery (aorta). Anyone diagnosed with popliteal artery aneurysm should be screened for AAA. AAA Other risk factors for popliteal artery aneurysm include:  Increasing age High blood pressure (hypertension) Smoking Narrowing of a heart valve (stenotic disease) Having three or more aneurysms anywhere in the body  Complications Complications of popliteal artery aneurysm include blood clots (thrombosis) and, rarely, rupture of the aneurysm. Thrombosis of a popliteal artery aneurysm can cause a severe lack of blood flow (ischemia) in the lower leg, which may result in loss of the limb. Sudden leg ischemia can cause the following signs and symptoms:  A change in skin color in the affected area No pulse behind the knee Skin in the affected area feels cold Numbness in the leg Inability to move the foot  The risk of popliteal artery aneurysm rupture is low. Prevention Smoking and high blood pressure (hypertension) increase the risk of blood vessel (vascular) problems that can lead to popliteal artery and other aneurysms. Following a heart-healthy lifestyle — such as not smoking, eating a nutritious diet and getting regular exercise — can help prevent heart disease and blood vessel damage.                  By Mayo Clinic Staff By Mayo Clinic Staff  Popliteal artery aneurysm care at Mayo Clinic ",778.0,"['popliteal artery aneurysm may cause noticeable symptoms', ' first symptom may pain lower leg occurs walking (claudication)', ' signs symptoms popliteal artery aneurysm include:   knee pain lower leg pain swelling knee pulsing sensation knee  causes aneurysm ballooning weak spot artery wall', ' can cause popliteal artery wall weak', ' including:  clogged arteries (atherosclerosis) high blood pressure wear tear popliteal artery due repetitive knee joint weakening artery wall  risk factors popliteal artery aneurysms rare', ' common men women', ' popiteal artery aneurysms occur men abdominal aortic aneurysm (aaa)', "" swelling wall body's artery (aorta)"", ' diagnosed popliteal artery aneurysm screened aaa', ' aaa risk factors popliteal artery aneurysm include:  increasing age high blood pressure (hypertension) smoking narrowing heart valve (stenotic disease) aneurysms body  complications complications popliteal artery aneurysm include blood clots (thrombosis) and', ' rarely', ' rupture aneurysm', ' thrombosis popliteal artery aneurysm can cause severe lack blood flow (ischemia) lower leg', ' may result loss limb', ' sudden leg ischemia can cause following signs symptoms:  change skin color affected area pulse knee skin affected area feels cold numbness leg inability move foot  risk popliteal artery aneurysm rupture low', ' prevention smoking high blood pressure (hypertension) increase risk blood vessel (vascular) problems can lead popliteal artery aneurysms', ' following heart-healthy lifestyle — smoking', ' eating nutritious diet regular exercise — can help prevent heart disease blood vessel damage', '                  mayo clinic staff mayo clinic staff  popliteal artery aneurysm care mayo clinic ']",['popliteal artery aneurysm']
"I've been having back pain, a cough, and weakness in my arms and legs. My neck hurts, and I've been feeling dizzy and off-balance.",186.0,"[""i've back pain"", ' cough', ' weakness arms legs', ' neck hurts', "" i've feeling dizzy off-balance"", '']",['cervical spondylosis']
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630.0,"['acidity', 'indigestion', 'headache', 'blurred and distorted vision', 'excessive hunger', 'stiff neck', 'depression', 'irritability', 'visual disturbances']",['migraine']
"vomiting,headache,weakness_of_one_body_side,altered_sensorium",718.0,"['vomiting', 'headache', 'weakness of one body side', 'altered sensorium']",['paralysis (brain hemorrhage)']
"fatigue,high_fever,breathlessness,family_history,mucoid_sputum",149.0,"['fatigue', 'high fever', 'breathlessness', 'family history', 'mucoid sputum']",['bronchial asthma']
"I have pain in my stomach after eating certain foods, like hot or acidic food. I also have loose stools sometimes. Bending over or lying down makes my stomach feel worse.",736.0,"['pain stomach eating foods', ' like hot acidic food', ' loose stools sometimes', ' bending lying down makes stomach feel worse', '']",['peptic ulcer disease']
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412.0,"['stomach pain', 'acidity', 'ulcers on tongue', 'vomiting', 'cough', 'chest pain']",['gerd']
I have a lot of pain in my neck and my muscles feel weak. My joints are swollen and I have a lot of stiffness when I walk. Walking is also very uncomfortable.,72.0,"['pain neck muscles feel weak', ' joints swollen stiffness walk', ' walking uncomfortable', '']",['arthritis']
"Signs and symptoms of lip cancer include:  A flat or slightly raised whitish discoloration of the lip A sore on your lip that won't heal Tingling, pain or numbness of the lips or the skin around the mouth ",577.0,"[""signs symptoms lip cancer include:  flat slightly raised whitish discoloration lip sore lip won't heal tingling"", ' pain numbness lips skin mouth ']",['lip cancer']
"I've been having a lot of pain in my joints, especially in my neck and shoulders. It's hard to move around and I'm always feeling stiff. I've also been having trouble sleeping because of the pain.",72.0,"[""i've pain joints"", ' especially neck shoulders', "" it's hard move i'm feeling stiff"", "" i've trouble sleeping pain"", '']",['arthritis']
"joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking",700.0,"['joint pain', 'neck pain', 'knee pain', 'swelling joints', 'painful walking']",['osteoarthristis']
"fatigue,cough,high_fever,breathlessness,mucoid_sputum",149.0,"['fatigue', 'cough', 'high fever', 'breathlessness', 'mucoid sputum']",['bronchial asthma']
"itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193.0,"['itching', 'skin rash', 'fatigue', 'lethargy', 'headache', 'loss of appetite', 'mild fever', 'swelled lymph nodes', 'malaise', 'red spots over body']",['chicken pox']
"Symptoms of high blood sugar or low blood sugar usually develop before a diabetic coma. High blood sugar (hyperglycemia) If your blood sugar level is too high, you may have:  Increased thirst Frequent urination Blurred vision Tiredness or weakness Headache Nausea and vomiting Shortness of breath Stomach pain Fruity breath odor A very dry mouth  Low blood sugar (hypoglycemia) If your blood sugar is too low, you may have:  Shakiness Anxiety Tiredness or drowsiness Weakness Sweating Hunger A feeling of tingling on your skin Dizziness or lightheadedness Headache Difficulty speaking Blurry vision Confusion Loss of consciousness  Some people, especially those who've had diabetes for a long time, develop a condition known as hypoglycemia unawareness. That means they don't have warning symptoms that signal a drop in blood sugar. If you have any symptoms of high or low blood sugar, test your blood sugar right away. Based on the test results, follow your diabetes treatment. If you don't start to feel better quickly, or you start to feel worse, get medical care right away.",287.0,"['symptoms high blood sugar low blood sugar develop diabetic coma', ' high blood sugar (hyperglycemia) blood sugar level high', ' may have:  increased thirst frequent urination blurred vision tiredness weakness headache nausea vomiting shortness breath stomach pain fruity breath odor dry mouth  low blood sugar (hypoglycemia) blood sugar low', ' may have:  shakiness anxiety tiredness drowsiness weakness sweating hunger feeling tingling skin dizziness lightheadedness headache difficulty speaking blurry vision confusion loss consciousness  people', "" especially who've diabetes long time"", ' develop condition known hypoglycemia unawareness', "" means don't warning symptoms signal drop blood sugar"", ' symptoms high low blood sugar', ' test blood sugar right away', ' based test results', ' follow diabetes treatment', "" don't start feel quickly"", ' start feel worse', ' medical care right away', '']",['diabetic coma']
